Caso_ID,Configuracion,Alpha_Grados,CL_Downforce,CD_Drag
1,Maxima_Eficiencia,-3.2792792792792795,-0.28780895819279023,0.013483345302907207
1,Maxima_Eficiencia,-3.263263263263263,-0.28236090770078903,0.015301808174006485
1,Maxima_Eficiencia,-3.2472472472472473,-0.29428660514059274,0.015254419933603375
1,Maxima_Eficiencia,-3.2312312312312312,-0.2826501981911229,0.015482715308707708
1,Maxima_Eficiencia,-3.215215215215215,-0.2844326127557117,0.016321517834442897
1,Maxima_Eficiencia,-3.1991991991991995,-0.2867359131445301,0.01727362641158597
1,Maxima_Eficiencia,-3.183183183183183,-0.298400510424089,0.013996906659708281
1,Maxima_Eficiencia,-3.1671671671671673,-0.2937570837033511,0.017558330234249138
1,Maxima_Eficiencia,-3.151151151151151,-0.29799031702544787,0.015669141012258758
1,Maxima_Eficiencia,-3.135135135135135,-0.30213396102480133,0.016611840503763745
1,Maxima_Eficiencia,-3.119119119119119,-0.3078122492312719,0.015563662661708569
1,Maxima_Eficiencia,-3.103103103103103,-0.30455701955800296,0.017503657352453055
1,Maxima_Eficiencia,-3.0870870870870872,-0.3069714018089163,0.01564846210868864
1,Maxima_Eficiencia,-3.071071071071071,-0.31415147727116877,0.015659049661181243
1,Maxima_Eficiencia,-3.055055055055055,-0.3164842537929195,0.014147167041454304
1,Maxima_Eficiencia,-3.039039039039039,-0.317423822723537,0.01568294119692898
1,Maxima_Eficiencia,-3.023023023023023,-0.31709017332038214,0.016881540320687942
1,Maxima_Eficiencia,-3.007007007007007,-0.31911765057572783,0.016461042486878887
1,Maxima_Eficiencia,-2.990990990990991,-0.32293922563313104,0.016393709832956096
1,Maxima_Eficiencia,-2.974974974974975,-0.32384301888496764,0.016535791568538453
1,Maxima_Eficiencia,-2.958958958958959,-0.3236512085133556,0.01612620248206468
1,Maxima_Eficiencia,-2.942942942942943,-0.3271717097289456,0.016878864989880334
1,Maxima_Eficiencia,-2.926926926926927,-0.33738486746966895,0.015604103647893662
1,Maxima_Eficiencia,-2.910910910910911,-0.33113573445121364,0.015733362249431226
1,Maxima_Eficiencia,-2.894894894894895,-0.3349194321667727,0.016449433639871815
1,Maxima_Eficiencia,-2.878878878878879,-0.3371323655012086,0.015855876524539392
1,Maxima_Eficiencia,-2.8628628628628627,-0.33381255474540256,0.014883854781117884
1,Maxima_Eficiencia,-2.846846846846847,-0.33571141829283546,0.016687134809868387
1,Maxima_Eficiencia,-2.8308308308308305,-0.34427057360349433,0.017344570101816597
1,Maxima_Eficiencia,-2.814814814814815,-0.345975921511011,0.0146625031710709
1,Maxima_Eficiencia,-2.798798798798799,-0.3345475926839916,0.01676615773155033
1,Maxima_Eficiencia,-2.7827827827827827,-0.34288159085231806,0.0163227290633698
1,Maxima_Eficiencia,-2.766766766766767,-0.3547602071099181,0.0150393688772654
1,Maxima_Eficiencia,-2.7507507507507505,-0.35286353141863325,0.01866590214732603
1,Maxima_Eficiencia,-2.734734734734735,-0.3462708944647796,0.017281486474102572
1,Maxima_Eficiencia,-2.7187187187187187,-0.35242026424294753,0.017381049548676496
1,Maxima_Eficiencia,-2.7027027027027026,-0.34989434873734826,0.01765328411100613
1,Maxima_Eficiencia,-2.686686686686687,-0.3662769814440985,0.017387695836878197
1,Maxima_Eficiencia,-2.6706706706706704,-0.35560116307568546,0.015862035309866056
1,Maxima_Eficiencia,-2.6546546546546548,-0.3654805904306084,0.016478531830215606
1,Maxima_Eficiencia,-2.6386386386386387,-0.36017999244408244,0.015927127245420225
1,Maxima_Eficiencia,-2.6226226226226226,-0.36307562702761315,0.016244173477588015
1,Maxima_Eficiencia,-2.606606606606607,-0.36618650502516187,0.016103306511841404
1,Maxima_Eficiencia,-2.5905905905905904,-0.36831801162917654,0.0181470485052052
1,Maxima_Eficiencia,-2.5745745745745747,-0.36246835637888714,0.01396559485045858
1,Maxima_Eficiencia,-2.5585585585585586,-0.36605054084802985,0.01711756866314927
1,Maxima_Eficiencia,-2.5425425425425425,-0.37717594877269167,0.016683024656453882
1,Maxima_Eficiencia,-2.5265265265265264,-0.3717393876112888,0.015914532753317223
1,Maxima_Eficiencia,-2.5105105105105103,-0.37976239958311864,0.016716663986885556
1,Maxima_Eficiencia,-2.4944944944944947,-0.3748884215025523,0.016648973367059748
1,Maxima_Eficiencia,-2.4784784784784786,-0.3937945107342652,0.016005097625377444
1,Maxima_Eficiencia,-2.4624624624624625,-0.3886841290985789,0.018967692119488917
1,Maxima_Eficiencia,-2.4464464464464464,-0.391592853999411,0.015829975186977097
1,Maxima_Eficiencia,-2.4304304304304303,-0.3908462520119804,0.015711625509678355
1,Maxima_Eficiencia,-2.4144144144144146,-0.38874654852182144,0.017427302225314533
1,Maxima_Eficiencia,-2.3983983983983985,-0.3952998339255243,0.01736743445642995
1,Maxima_Eficiencia,-2.3823823823823824,-0.3893086079308685,0.01701023744412987
1,Maxima_Eficiencia,-2.3663663663663663,-0.39951898932026353,0.018916740955913457
1,Maxima_Eficiencia,-2.3503503503503502,-0.398727291119523,0.019233884042380654
1,Maxima_Eficiencia,-2.3343343343343346,-0.3921664568415558,0.018235564858028193
1,Maxima_Eficiencia,-2.318318318318318,-0.38698368185849263,0.015884835000735884
1,Maxima_Eficiencia,-2.3023023023023024,-0.3947559549081086,0.019134932290741667
1,Maxima_Eficiencia,-2.2862862862862863,-0.3982034588973445,0.01774996876247145
1,Maxima_Eficiencia,-2.27027027027027,-0.4105631068452444,0.017520293568857093
1,Maxima_Eficiencia,-2.2542542542542545,-0.4109536139066126,0.017797154194681232
1,Maxima_Eficiencia,-2.238238238238238,-0.4061266477282064,0.01558100713118988
1,Maxima_Eficiencia,-2.2222222222222223,-0.4104043343296545,0.018582734394285438
1,Maxima_Eficiencia,-2.206206206206206,-0.4050707931198471,0.016939423011441003
1,Maxima_Eficiencia,-2.19019019019019,-0.4098688818028108,0.016969318568748525
1,Maxima_Eficiencia,-2.1741741741741745,-0.41529543795968493,0.019335275158314562
1,Maxima_Eficiencia,-2.158158158158158,-0.41394743074776985,0.018063777835476913
1,Maxima_Eficiencia,-2.1421421421421423,-0.41800891692870573,0.01709906784640341
1,Maxima_Eficiencia,-2.126126126126126,-0.4209406979072169,0.017164285105258387
1,Maxima_Eficiencia,-2.11011011011011,-0.4199679051480336,0.017619365427565117
1,Maxima_Eficiencia,-2.0940940940940944,-0.426594885503379,0.01678487666936697
1,Maxima_Eficiencia,-2.078078078078078,-0.4192416135877994,0.018424416692187882
1,Maxima_Eficiencia,-2.062062062062062,-0.42569154037937,0.01694378372970174
1,Maxima_Eficiencia,-2.046046046046046,-0.42022021295363154,0.017456819222732428
1,Maxima_Eficiencia,-2.03003003003003,-0.43213312660050407,0.018887877986106312
1,Maxima_Eficiencia,-2.014014014014014,-0.4327408554859618,0.018937219801866235
1,Maxima_Eficiencia,-1.9979979979979978,-0.43648842314827074,0.019035987655027366
1,Maxima_Eficiencia,-1.9819819819819822,-0.4405111496173865,0.017407105576964482
1,Maxima_Eficiencia,-1.965965965965966,-0.43993043735135917,0.018766419161688464
1,Maxima_Eficiencia,-1.94994994994995,-0.4451535150604264,0.017058575627974366
1,Maxima_Eficiencia,-1.9339339339339339,-0.4516876307988263,0.016546802127129653
1,Maxima_Eficiencia,-1.9179179179179178,-0.4533683178576992,0.017548588836578158
1,Maxima_Eficiencia,-1.9019019019019021,-0.46174871627920094,0.01772597016238654
1,Maxima_Eficiencia,-1.885885885885886,-0.4567380184898253,0.017167633216339573
1,Maxima_Eficiencia,-1.86986986986987,-0.4598478834365344,0.018948269940893225
1,Maxima_Eficiencia,-1.8538538538538538,-0.4534614971814473,0.01964441688797187
1,Maxima_Eficiencia,-1.8378378378378377,-0.45504076999914655,0.017730399346081317
1,Maxima_Eficiencia,-1.821821821821822,-0.46535699903212663,0.018284241496737047
1,Maxima_Eficiencia,-1.805805805805806,-0.4631079048696472,0.01837173753644051
1,Maxima_Eficiencia,-1.7897897897897899,-0.4584890261586862,0.01711632484533935
1,Maxima_Eficiencia,-1.7737737737737738,-0.465799621359484,0.019458208415892762
1,Maxima_Eficiencia,-1.7577577577577577,-0.4658028963266437,0.01697914977890404
1,Maxima_Eficiencia,-1.7417417417417416,-0.4665534539209443,0.019013641767205738
1,Maxima_Eficiencia,-1.725725725725726,-0.4752655311023987,0.01786571137646105
1,Maxima_Eficiencia,-1.7097097097097098,-0.47082613765209574,0.01877283274327496
1,Maxima_Eficiencia,-1.6936936936936937,-0.4752909420429625,0.0185779304279043
1,Maxima_Eficiencia,-1.6776776776776776,-0.4741864002247702,0.018396972256312386
1,Maxima_Eficiencia,-1.6616616616616615,-0.48082954632696107,0.017641109350885018
1,Maxima_Eficiencia,-1.6456456456456459,-0.4749867766067731,0.01935523762097657
1,Maxima_Eficiencia,-1.6296296296296298,-0.47752187521353506,0.01954733571353368
1,Maxima_Eficiencia,-1.6136136136136137,-0.47327414343538454,0.019697294308433283
1,Maxima_Eficiencia,-1.5975975975975976,-0.48211911593381057,0.01872177633809967
1,Maxima_Eficiencia,-1.5815815815815815,-0.47966543196277034,0.018888664062795137
1,Maxima_Eficiencia,-1.5655655655655654,-0.48681740881742225,0.018456903211401605
1,Maxima_Eficiencia,-1.5495495495495497,-0.49344369295922924,0.01782568562254184
1,Maxima_Eficiencia,-1.5335335335335336,-0.4932374213495744,0.018590766434403688
1,Maxima_Eficiencia,-1.5175175175175175,-0.5001185593118233,0.01901198533779709
1,Maxima_Eficiencia,-1.5015015015015014,-0.5037967530877769,0.01755593302640215
1,Maxima_Eficiencia,-1.4854854854854853,-0.4984901124485511,0.02061373094431302
1,Maxima_Eficiencia,-1.4694694694694697,-0.5047106749480162,0.018063975658722677
1,Maxima_Eficiencia,-1.4534534534534536,-0.49998866200196646,0.017485694220563276
1,Maxima_Eficiencia,-1.4374374374374375,-0.5022569205493277,0.02021344249817985
1,Maxima_Eficiencia,-1.4214214214214214,-0.5078109434541936,0.020470550405810042
1,Maxima_Eficiencia,-1.4054054054054053,-0.5055345969976566,0.019046415574026178
1,Maxima_Eficiencia,-1.3893893893893896,-0.5087613329266223,0.018488435117873684
1,Maxima_Eficiencia,-1.3733733733733735,-0.504402585620252,0.0179666318677625
1,Maxima_Eficiencia,-1.3573573573573574,-0.5070629035604985,0.019603347599781325
1,Maxima_Eficiencia,-1.3413413413413413,-0.5168710182385253,0.020196182323956514
1,Maxima_Eficiencia,-1.3253253253253252,-0.5048221929352038,0.019417031004177757
1,Maxima_Eficiencia,-1.3093093093093096,-0.524680406241126,0.01859424505961428
1,Maxima_Eficiencia,-1.2932932932932935,-0.5148542979546644,0.019219519424154716
1,Maxima_Eficiencia,-1.2772772772772774,-0.518437820359276,0.019565207917499088
1,Maxima_Eficiencia,-1.2612612612612613,-0.5237222689521198,0.018531269678508135
1,Maxima_Eficiencia,-1.2452452452452452,-0.5204293510468836,0.019713797025464823
1,Maxima_Eficiencia,-1.229229229229229,-0.5191019818972343,0.019049081734740694
1,Maxima_Eficiencia,-1.2132132132132134,-0.5293170354122738,0.020673163555686044
1,Maxima_Eficiencia,-1.1971971971971973,-0.5308031204915689,0.019006820389161426
1,Maxima_Eficiencia,-1.1811811811811812,-0.53715369811342,0.020986227922966907
1,Maxima_Eficiencia,-1.165165165165165,-0.5407072869868013,0.019087631389784213
1,Maxima_Eficiencia,-1.149149149149149,-0.5358187181270184,0.01821809261329092
1,Maxima_Eficiencia,-1.1331331331331334,-0.5426011885604924,0.019305723331264606
1,Maxima_Eficiencia,-1.1171171171171173,-0.5334382260794199,0.019552515942321016
1,Maxima_Eficiencia,-1.1011011011011012,-0.5394731099824749,0.019421608566390986
1,Maxima_Eficiencia,-1.085085085085085,-0.5492803243765517,0.02035805893440887
1,Maxima_Eficiencia,-1.069069069069069,-0.5484153015819686,0.021025372481938892
1,Maxima_Eficiencia,-1.0530530530530529,-0.5447664847175787,0.02071280983102624
1,Maxima_Eficiencia,-1.0370370370370372,-0.5458594357082511,0.020328268091519552
1,Maxima_Eficiencia,-1.021021021021021,-0.5538251193720084,0.022234317315012495
1,Maxima_Eficiencia,-1.005005005005005,-0.5389727713023075,0.018546502866176352
1,Maxima_Eficiencia,-0.9889889889889889,-0.5579925375759175,0.021026987383706133
1,Maxima_Eficiencia,-0.9729729729729728,-0.5587479695083061,0.020419604981799757
1,Maxima_Eficiencia,-0.9569569569569571,-0.5509210938107977,0.01979024613733044
1,Maxima_Eficiencia,-0.940940940940941,-0.549531259687379,0.0201370228293039
1,Maxima_Eficiencia,-0.924924924924925,-0.5622751416177204,0.020778364546599447
1,Maxima_Eficiencia,-0.9089089089089089,-0.5660843500730741,0.019467097838821498
1,Maxima_Eficiencia,-0.8928928928928928,-0.5638324239814173,0.019432380490929973
1,Maxima_Eficiencia,-0.8768768768768771,-0.566034375598308,0.020403319468333823
1,Maxima_Eficiencia,-0.860860860860861,-0.5768522554128616,0.020892313316958504
1,Maxima_Eficiencia,-0.8448448448448449,-0.5662364351074942,0.02000305882125856
1,Maxima_Eficiencia,-0.8288288288288288,-0.5611966064341304,0.019353778774643452
1,Maxima_Eficiencia,-0.8128128128128127,-0.5722465547746556,0.022073107686691833
1,Maxima_Eficiencia,-0.796796796796797,-0.5765468862163389,0.01890411279068733
1,Maxima_Eficiencia,-0.780780780780781,-0.5797672629343257,0.020624188615450015
1,Maxima_Eficiencia,-0.7647647647647648,-0.5932075721035764,0.02102928663006696
1,Maxima_Eficiencia,-0.7487487487487487,-0.5894836972040007,0.019161045849727998
1,Maxima_Eficiencia,-0.7327327327327327,-0.5796216823478657,0.019493683346072575
1,Maxima_Eficiencia,-0.7167167167167166,-0.5821349594842389,0.020919902923161784
1,Maxima_Eficiencia,-0.7007007007007009,-0.5910629899170383,0.0205373491310215
1,Maxima_Eficiencia,-0.6846846846846848,-0.5836043713721056,0.02008981017533157
1,Maxima_Eficiencia,-0.6686686686686687,-0.5864834428908898,0.019902292717922505
1,Maxima_Eficiencia,-0.6526526526526526,-0.5921602794821378,0.021300695668174205
1,Maxima_Eficiencia,-0.6366366366366365,-0.5972178924453633,0.018206833752397563
1,Maxima_Eficiencia,-0.6206206206206208,-0.5958889597685783,0.020295934836515903
1,Maxima_Eficiencia,-0.6046046046046047,-0.5998501782435471,0.021206352361805965
1,Maxima_Eficiencia,-0.5885885885885886,-0.604806252191136,0.01829215582863215
1,Maxima_Eficiencia,-0.5725725725725725,-0.6002998003473898,0.020978127162325375
1,Maxima_Eficiencia,-0.5565565565565564,-0.5993943587661698,0.02092365063679099
1,Maxima_Eficiencia,-0.5405405405405403,-0.5982593560695221,0.021018784597243923
1,Maxima_Eficiencia,-0.5245245245245247,-0.6090039617724792,0.021095169121932367
1,Maxima_Eficiencia,-0.5085085085085086,-0.6036121136158429,0.022131456764932746
1,Maxima_Eficiencia,-0.4924924924924925,-0.6117697478481803,0.02193696136904461
1,Maxima_Eficiencia,-0.4764764764764764,-0.6153500979366449,0.019631885574289493
1,Maxima_Eficiencia,-0.4604604604604603,-0.611269698627556,0.020533018002438175
1,Maxima_Eficiencia,-0.44444444444444464,-0.6119091071670222,0.0206984502262475
1,Maxima_Eficiencia,-0.42842842842842854,-0.618112091263139,0.020769848663767815
1,Maxima_Eficiencia,-0.41241241241241244,-0.61827178853767,0.02014606692197117
1,Maxima_Eficiencia,-0.39639639639639634,-0.6146679445430101,0.021372344319959765
1,Maxima_Eficiencia,-0.38038038038038025,-0.6196974150630042,0.021753028838912145
1,Maxima_Eficiencia,-0.3643643643643646,-0.6217750571152969,0.022162808100995454
1,Maxima_Eficiencia,-0.3483483483483485,-0.6276435896859598,0.020747331761692005
1,Maxima_Eficiencia,-0.3323323323323324,-0.6351683125830907,0.021352463991096984
1,Maxima_Eficiencia,-0.3163163163163163,-0.6381476610332346,0.02099941698302379
1,Maxima_Eficiencia,-0.3003003003003002,-0.6384411433338847,0.021216673382927338
1,Maxima_Eficiencia,-0.28428428428428454,-0.6368950198963533,0.021259296440497368
1,Maxima_Eficiencia,-0.26826826826826844,-0.635887421081058,0.02032476901314347
1,Maxima_Eficiencia,-0.25225225225225234,-0.6387970139268531,0.0215923451282973
1,Maxima_Eficiencia,-0.23623623623623624,-0.6419725187305968,0.02192016794117037
1,Maxima_Eficiencia,-0.22022022022022014,-0.6443145316093203,0.022100922242190922
1,Maxima_Eficiencia,-0.20420420420420404,-0.6458693859900314,0.022090027718420356
1,Maxima_Eficiencia,-0.1881881881881884,-0.6512931162847625,0.022839000483834956
1,Maxima_Eficiencia,-0.1721721721721723,-0.6437597798795955,0.021131726206473345
1,Maxima_Eficiencia,-0.1561561561561562,-0.638046844869129,0.022058070922796425
1,Maxima_Eficiencia,-0.1401401401401401,-0.6564958020431417,0.020440468864382482
1,Maxima_Eficiencia,-0.12412412412412399,-0.6589256235712188,0.020887537773592535
1,Maxima_Eficiencia,-0.10810810810810834,-0.661289348489301,0.02214758484003355
1,Maxima_Eficiencia,-0.09209209209209224,-0.6473347090533127,0.021947408400617027
1,Maxima_Eficiencia,-0.07607607607607614,-0.6534551346654036,0.021927540669102994
1,Maxima_Eficiencia,-0.06006006006006004,-0.6599181633684436,0.020797704832824063
1,Maxima_Eficiencia,-0.04404404404404394,-0.65684297070073,0.022296968595708233
1,Maxima_Eficiencia,-0.02802802802802784,-0.6618651800974997,0.02266207884484589
1,Maxima_Eficiencia,-0.012012012012012185,-0.667512792222815,0.0212091433074849
1,Maxima_Eficiencia,0.004004004004004358,-0.6711895937500906,0.02264937632337555
1,Maxima_Eficiencia,0.020020020020020013,-0.6701266703625229,0.02395915048238747
1,Maxima_Eficiencia,0.03603603603603567,-0.6628123883241377,0.023681237400147458
1,Maxima_Eficiencia,0.05205205205205221,-0.6723316527892366,0.024342990044463518
1,Maxima_Eficiencia,0.06806806806806787,-0.6749885310572874,0.02448526206187825
1,Maxima_Eficiencia,0.08408408408408441,-0.6811121713467223,0.023107020652598044
1,Maxima_Eficiencia,0.10010010010010006,-0.6774973326109309,0.021684858273242933
1,Maxima_Eficiencia,0.11611611611611572,-0.6817538587196822,0.02271602832993987
1,Maxima_Eficiencia,0.13213213213213226,-0.6867512774871403,0.023243674091800393
1,Maxima_Eficiencia,0.14814814814814792,-0.6793012658733214,0.021196370007006235
1,Maxima_Eficiencia,0.16416416416416446,-0.6812613885227485,0.023299227690641685
1,Maxima_Eficiencia,0.18018018018018012,-0.6844154466387754,0.022643804100018535
1,Maxima_Eficiencia,0.19619619619619577,-0.6917282291759637,0.0232148125170006
1,Maxima_Eficiencia,0.21221221221221231,-0.6871569965189671,0.0242180378119229
1,Maxima_Eficiencia,0.22822822822822797,-0.6983314418792206,0.02331842385663024
1,Maxima_Eficiencia,0.2442442442442445,-0.6946421651839005,0.02149841342522827
1,Maxima_Eficiencia,0.26026026026026017,-0.6864263003892306,0.02324119720558061
1,Maxima_Eficiencia,0.2762762762762758,-0.6896932755734488,0.024742924353901588
1,Maxima_Eficiencia,0.29229229229229237,-0.6912241672693482,0.024113121354565108
1,Maxima_Eficiencia,0.308308308308308,-0.6912887169957926,0.023501747358273282
1,Maxima_Eficiencia,0.32432432432432456,-0.7092367831007401,0.023509212610573562
1,Maxima_Eficiencia,0.3403403403403402,-0.7050045667293775,0.023001195142418718
1,Maxima_Eficiencia,0.3563563563563559,-0.703931109093217,0.02342794406372302
1,Maxima_Eficiencia,0.3723723723723724,-0.7010043731110208,0.023665473585122908
1,Maxima_Eficiencia,0.3883883883883881,-0.7208466991559547,0.02460710845566782
1,Maxima_Eficiencia,0.4044044044044046,-0.7031061962292586,0.02341750669746469
1,Maxima_Eficiencia,0.42042042042042027,-0.7060470606660303,0.023170723909790348
1,Maxima_Eficiencia,0.4364364364364368,-0.7063373367980562,0.022787022649298543
1,Maxima_Eficiencia,0.45245245245245247,-0.7138251075721698,0.024298543638555735
1,Maxima_Eficiencia,0.4684684684684681,-0.7209648402637959,0.022054168272894085
1,Maxima_Eficiencia,0.48448448448448467,-0.7165161070711646,0.0245299801714826
1,Maxima_Eficiencia,0.5005005005005003,-0.7214623950091285,0.02306770991098576
1,Maxima_Eficiencia,0.5165165165165169,-0.7121365190062037,0.025122593050437854
1,Maxima_Eficiencia,0.5325325325325325,-0.7272639695248035,0.022536583842548634
1,Maxima_Eficiencia,0.5485485485485482,-0.7230193452169531,0.022123352787125235
1,Maxima_Eficiencia,0.5645645645645647,-0.7256465763213826,0.024171934440922496
1,Maxima_Eficiencia,0.5805805805805804,-0.7385128668347897,0.023692372284827692
1,Maxima_Eficiencia,0.5965965965965969,-0.7378050654382103,0.025082155435843256
1,Maxima_Eficiencia,0.6126126126126126,-0.7355002764160319,0.022909598382214853
1,Maxima_Eficiencia,0.6286286286286282,-0.7353959743706496,0.023955054773981257
1,Maxima_Eficiencia,0.6446446446446448,-0.7318249439647491,0.02470865985471134
1,Maxima_Eficiencia,0.6606606606606604,-0.7392075851030432,0.021818850717871062
1,Maxima_Eficiencia,0.676676676676677,-0.7358802982839319,0.025382717232400515
1,Maxima_Eficiencia,0.6926926926926926,-0.7395499455175965,0.024383293153107603
1,Maxima_Eficiencia,0.7087087087087083,-0.7463421457142801,0.02387206135073988
1,Maxima_Eficiencia,0.7247247247247248,-0.7508728861480407,0.02475598267142315
1,Maxima_Eficiencia,0.7407407407407405,-0.7448122493957434,0.025468705834674317
1,Maxima_Eficiencia,0.756756756756757,-0.7424302911025468,0.025125013424695898
1,Maxima_Eficiencia,0.7727727727727727,-0.741749492427707,0.02657505563346299
1,Maxima_Eficiencia,0.7887887887887883,-0.7460667535570273,0.024274248267509763
1,Maxima_Eficiencia,0.8048048048048049,-0.7546552028930654,0.023479505956242677
1,Maxima_Eficiencia,0.8208208208208205,-0.7560784913728135,0.023389020819121316
1,Maxima_Eficiencia,0.8368368368368371,-0.7570152887808498,0.026262089240142544
1,Maxima_Eficiencia,0.8528528528528527,-0.7544350087642709,0.02466551407105141
1,Maxima_Eficiencia,0.8688688688688693,-0.7624132909666493,0.026348131348394477
1,Maxima_Eficiencia,0.8848848848848849,-0.7618802307894776,0.025903184004161892
1,Maxima_Eficiencia,0.9009009009009006,-0.7776453675914375,0.026476052153869466
1,Maxima_Eficiencia,0.9169169169169171,-0.7658029217662881,0.024745468434703537
1,Maxima_Eficiencia,0.9329329329329328,-0.7764658219873981,0.026216920469097675
1,Maxima_Eficiencia,0.9489489489489493,-0.764508298201027,0.02581238693937291
1,Maxima_Eficiencia,0.964964964964965,-0.770819405609544,0.02480325655760126
1,Maxima_Eficiencia,0.9809809809809806,-0.772795469770002,0.025526953484362222
1,Maxima_Eficiencia,0.9969969969969972,-0.7631159620182927,0.024648866289936674
1,Maxima_Eficiencia,1.0130130130130128,-0.769903797117426,0.02462302257300509
1,Maxima_Eficiencia,1.0290290290290294,-0.7783213502469665,0.025792317006354547
1,Maxima_Eficiencia,1.045045045045045,-0.780034534166665,0.025159469867156826
1,Maxima_Eficiencia,1.0610610610610607,-0.7815482007429028,0.023597870000866508
1,Maxima_Eficiencia,1.0770770770770772,-0.7800834478758566,0.02587700463743
1,Maxima_Eficiencia,1.0930930930930929,-0.7945317080000087,0.026185649771681235
1,Maxima_Eficiencia,1.1091091091091094,-0.7827443123131202,0.024461623322248334
1,Maxima_Eficiencia,1.125125125125125,-0.7835277325317884,0.026334617402668736
1,Maxima_Eficiencia,1.1411411411411407,-0.7868456144995907,0.02797754146266898
1,Maxima_Eficiencia,1.1571571571571573,-0.7902339823196067,0.02747216594290683
1,Maxima_Eficiencia,1.173173173173173,-0.7941882824535156,0.028239321074093708
1,Maxima_Eficiencia,1.1891891891891895,-0.7951518316097325,0.026461057776199042
1,Maxima_Eficiencia,1.2052052052052051,-0.7956752872826436,0.02814418061597618
1,Maxima_Eficiencia,1.2212212212212208,-0.7845422298538974,0.02638322722389873
1,Maxima_Eficiencia,1.2372372372372373,-0.8041424425418745,0.025021278259000565
